Most common words,Jane Eyre relative frequency,Wuthering Heights relative frequency,Relative frequency difference
pleasure,0.0008243551138640501,0.0006068519097445705,0.00021750320411947953
inquired,0.00029768379111757366,0.0005149046506923629,0.00021722085957478923
says,0.00029768379111757366,0.0005149046506923629,0.00021722085957478923
snow,0.00020608877846601251,0.0004229573916401552,0.0002168686131741427
wretch,2.289875316289028e-05,0.0002390628735357399,0.00021616412037284963
sadly,2.289875316289028e-05,0.0002390628735357399,0.00021616412037284963
exceedingly,2.289875316289028e-05,0.0002390628735357399,0.00021616412037284963
hands,0.0008701526201898307,0.0010849776568160503,0.0002148250366262196
wish,0.0012021845410517397,0.001415987789403998,0.00021380324835225829
guessed,4.579750632578056e-05,0.00025745232534618145,0.0002116548190204009
insisted,4.579750632578056e-05,0.00025745232534618145,0.0002116548190204009
chamber,0.00046942443983925077,0.0006804097169863366,0.00021098527714708584
bed,0.000984646386004282,0.0011953143676786994,0.00021066798167441742
name,0.0009273995030970564,0.0007171886206072197,0.0002102108824898367
corner,0.00019463940188456738,0.00040456793982971366,0.0002099285379451463
said,0.0066864359235639615,0.006896044428915574,0.00020960850535161214
opportunity,0.00010304438923300626,0.00031262068077750604,0.00020957629154449978
order,0.0005037725695835861,0.0002942312289670645,0.00020954134061652163
vexed,1.144937658144514e-05,0.00022067342172529838,0.00020922404514385324
damn,1.144937658144514e-05,0.00022067342172529838,0.00020922404514385324
extremely,1.144937658144514e-05,0.00022067342172529838,0.00020922404514385324
certain,0.0007785576075382695,0.0005700730061236874,0.00020848460141458208
pleased,0.00025188628479179306,0.00045973629526103825,0.0002078500104692452
gentleman,0.0004465256866763605,0.0002390628735357399,0.0002074628131406206
remove,6.869625948867085e-05,0.00027584177715662294,0.0002071455176679521
illness,6.869625948867085e-05,0.00027584177715662294,0.0002071455176679521
altered,6.869625948867085e-05,0.00027584177715662294,0.0002071455176679521
hell,0.00012594314239589653,0.00033101013258794753,0.000205066990192051
killed,3.4348129744335424e-05,0.0002390628735357399,0.0002047147437914045
horse,0.0003663800506062445,0.0005700730061236874,0.00020369295551744295
reason,0.0002747850379546834,0.0004781257470714798,0.0002033407091167964
laughed,0.00018319002530312224,0.00038617848801927217,0.00020298846271614993
dress,0.00042362693351347016,0.00022067342172529838,0.00020295351178817179
begone,0.0,0.00020228396991485683,0.00020228396991485683
brother,0.0005152219461650314,0.0007171886206072197,0.00020196667444218833
poor,0.0007556588543753792,0.0009562514941429596,0.00020059263976758036
glass,0.00045797506325780563,0.00025745232534618145,0.00020052273791162418
attempted,5.7246882907225704e-05,0.00025745232534618145,0.00020020544243895574
completely,5.7246882907225704e-05,0.00025745232534618145,0.00020020544243895574
aversion,5.7246882907225704e-05,0.00025745232534618145,0.00020020544243895574
seated,0.00020608877846601251,0.00040456793982971366,0.00019847916136370115
dogs,2.289875316289028e-05,0.00022067342172529838,0.0001977746685624081
hereafter,2.289875316289028e-05,0.00022067342172529838,0.0001977746685624081
villain,2.289875316289028e-05,0.00022067342172529838,0.0001977746685624081
grieved,2.289875316289028e-05,0.00022067342172529838,0.0001977746685624081
quarrel,2.289875316289028e-05,0.00022067342172529838,0.0001977746685624081
wild,0.0006755132183052633,0.0004781257470714798,0.00019738747123378348
conduct,0.0001717406487216771,0.0003677890362088306,0.00019604838748715352
entered,0.0006869625948867084,0.0008826936869011935,0.0001957310920144851
chimney,8.014563607011598e-05,0.00027584177715662294,0.00019569614108650696
convinced,8.014563607011598e-05,0.00027584177715662294,0.00019569614108650696
inform,8.014563607011598e-05,0.00027584177715662294,0.00019569614108650696
walk,0.0005953675822351473,0.0007907464278489858,0.00019537884561383846
enough,0.00122508329421463,0.0010298093013847258,0.00019527399282990416
arm,0.0005037725695835861,0.0006987991687967782,0.00019502659921319203
teeth,0.0001373925189773417,0.00033101013258794753,0.00019361761361060583
dropped,0.0001373925189773417,0.00033101013258794753,0.00019361761361060583
turn,0.000652614465142373,0.0008459147832803104,0.00019330031813793742
guest,4.579750632578056e-05,0.0002390628735357399,0.00019326536720995935
step,0.0005610194524908119,0.0003677890362088306,0.0001932304162819813
sound,0.0005610194524908119,0.0003677890362088306,0.0001932304162819813
great,0.0013510264366105266,0.0011585354640578165,0.00019249097255271005
blue,0.00041217755693202503,0.00022067342172529838,0.00019150413520672665
talk,0.0007098613480495987,0.000901083138711635,0.00019122179066203627
lock,0.00010304438923300626,0.0002942312289670645,0.00019118683973405823
period,0.00010304438923300626,0.0002942312289670645,0.00019118683973405823
garret,1.144937658144514e-05,0.00020228396991485683,0.0001908345933334117
mamma,1.144937658144514e-05,0.00020228396991485683,0.0001908345933334117
lived,0.0004465256866763605,0.00025745232534618145,0.00018907336133017904
bright,0.0004465256866763605,0.00025745232534618145,0.00018907336133017904
stepped,6.869625948867085e-05,0.00025745232534618145,0.0001887560658575106
escape,6.869625948867085e-05,0.00025745232534618145,0.0001887560658575106
smile,0.0005381206993279216,0.0003493995843983891,0.00018872111492953256
different,0.00038927880376913475,0.00020228396991485683,0.00018699483385427792
imagine,0.00012594314239589653,0.00031262068077750604,0.0001866775383816095
condition,0.00012594314239589653,0.00031262068077750604,0.0001866775383816095
hat,0.00012594314239589653,0.00031262068077750604,0.0001866775383816095
strength,0.0004808738164206959,0.0002942312289670645,0.00018664258745363141
pulled,3.4348129744335424e-05,0.00022067342172529838,0.00018632529198096294
agitation,3.4348129744335424e-05,0.00022067342172529838,0.00018632529198096294
recovered,3.4348129744335424e-05,0.00022067342172529838,0.00018632529198096294
thee,3.4348129744335424e-05,0.00022067342172529838,0.00018632529198096294
reply,0.00042362693351347016,0.0002390628735357399,0.00018456405997773026
dear,0.00033203192086190907,0.0005149046506923629,0.00018287272983045382
ah,0.00024043690821034795,0.0004229573916401552,0.00018252048342980726
uttered,0.00024043690821034795,0.0004229573916401552,0.00018252048342980726
neck,0.00024043690821034795,0.0004229573916401552,0.00018252048342980726
gone,0.0007556588543753792,0.000937862042332518,0.00018220318795713882
fool,0.00014884189555878683,0.00033101013258794753,0.0001821682370291607
ashamed,5.7246882907225704e-05,0.0002390628735357399,0.0001818159906285142
question,0.0005495700759093668,0.0003677890362088306,0.00018178103970053615
seeing,0.00020608877846601251,0.00038617848801927217,0.00018008970955325966
beside,0.00011449376581445141,0.0002942312289670645,0.00017973746315261307
pushing,2.289875316289028e-05,0.00020228396991485683,0.00017938521675196656
retorted,2.289875316289028e-05,0.00020228396991485683,0.00017938521675196656
live,0.0007671082309568244,0.000588462457934129,0.0001786457730226954
fiend,8.014563607011598e-05,0.00025745232534618145,0.00017730668927606546
strong,0.0006182663353980376,0.00044134684345059676,0.00017691949194744084
apparently,0.0001373925189773417,0.00031262068077750604,0.00017522816180016434
yard,0.0001373925189773417,0.00031262068077750604,0.00017522816180016434
ere,0.00046942443983925077,0.0002942312289670645,0.00017519321087218628
harm,4.579750632578056e-05,0.00022067342172529838,0.0001748759153995178
owner,4.579750632578056e-05,0.00022067342172529838,0.0001748759153995178
patience,4.579750632578056e-05,0.00022067342172529838,0.0001748759153995178
prevent,4.579750632578056e-05,0.00022067342172529838,0.0001748759153995178
upon,0.0005610194524908119,0.00038617848801927217,0.00017484096447153974
send,0.0003778294271876896,0.0005516835543132459,0.00017385412712555626
yesterday,0.00019463940188456738,0.0003677890362088306,0.00017314963432426325
health,0.00019463940188456738,0.0003677890362088306,0.00017314963432426325
reach,0.00019463940188456738,0.0003677890362088306,0.00017314963432426325
several,0.00010304438923300626,0.00027584177715662294,0.00017279738792361668
small,0.0005037725695835861,0.00033101013258794753,0.0001727624369956386
many,0.0007785576075382695,0.0006068519097445705,0.00017170569779369899
often,0.0007785576075382695,0.0006068519097445705,0.00017170569779369899
black,0.0009617476328413918,0.0007907464278489858,0.00017100120499240602
darling,0.00016029127214023197,0.00033101013258794753,0.00017071886044771556
round,0.0013281276834476363,0.0011585354640578165,0.00016959221938981977
uncle,0.0003091331676990188,0.0004781257470714798,0.000168992579372461
account,0.0003091331676990188,0.0004781257470714798,0.000168992579372461
entrance,0.00021753815504745768,0.00038617848801927217,0.0001686403329718145
enter,0.00021753815504745768,0.00038617848801927217,0.0001686403329718145
watched,0.00038927880376913475,0.00022067342172529838,0.00016860538204383638
old,0.0013395770600290813,0.0015079350484562056,0.00016835798842712428
watching,0.00012594314239589653,0.0002942312289670645,0.00016828808657116796
caused,3.4348129744335424e-05,0.00020228396991485683,0.0001679358401705214
thy,3.4348129744335424e-05,0.00020228396991485683,0.0001679358401705214
_he_,3.4348129744335424e-05,0.00020228396991485683,0.0001679358401705214
stare,3.4348129744335424e-05,0.00020228396991485683,0.0001679358401705214
ten,0.00042362693351347016,0.00025745232534618145,0.00016617460816728872
lady,0.0011220389049816238,0.0012872616267309072,0.0001652227217492834
men,0.0003663800506062445,0.00020228396991485683,0.00016409608069138765
chair,0.0007556588543753792,0.0009194725905220765,0.00016381373614669727
allow,0.00014884189555878683,0.00031262068077750604,0.0001637787852187192
breakfast,0.00045797506325780563,0.0002942312289670645,0.00016374383429074114
must,0.003492059857340768,0.003328490777689917,0.0001635690796508507
persuade,5.7246882907225704e-05,0.00022067342172529838,0.00016342653881807267
amuse,5.7246882907225704e-05,0.00022067342172529838,0.00016342653881807267
ride,5.7246882907225704e-05,0.00022067342172529838,0.00016342653881807267
recollect,5.7246882907225704e-05,0.00022067342172529838,0.00016342653881807267
fancy,0.00029768379111757366,0.00045973629526103825,0.0001620525041434646
expression,0.00029768379111757366,0.00045973629526103825,0.0001620525041434646
wait,0.00029768379111757366,0.00045973629526103825,0.0001620525041434646
stand,0.00029768379111757366,0.00045973629526103825,0.0001620525041434646
afterwards,0.00029768379111757366,0.00045973629526103825,0.0001620525041434646
case,0.0004007281803505799,0.0002390628735357399,0.00016166530681484
stop,0.00011449376581445141,0.00027584177715662294,0.00016134801134217152
sprang,0.00011449376581445141,0.00027584177715662294,0.00016134801134217152
ready,0.00035493067402479934,0.0005149046506923629,0.00015997397666756355
pretty,0.00026333566137323825,0.0004229573916401552,0.00015962173026691696
dying,0.0001717406487216771,0.00033101013258794753,0.00015926948386627042
pray,8.014563607011598e-05,0.0002390628735357399,0.00015891723746562392
begin,8.014563607011598e-05,0.0002390628735357399,0.00015891723746562392
pushed,8.014563607011598e-05,0.0002390628735357399,0.00015891723746562392
breath,0.00022898753162890281,0.00038617848801927217,0.00015719095639036936
mouth,0.00022898753162890281,0.00038617848801927217,0.00015719095639036936
quick,0.0001373925189773417,0.0002942312289670645,0.0001568387099897228
beneath,0.0001373925189773417,0.0002942312289670645,0.0001568387099897228
aloud,0.0001373925189773417,0.0002942312289670645,0.0001568387099897228
towards,0.000652614465142373,0.0008091358796594273,0.00015652141451705432
latch,4.579750632578056e-05,0.00020228396991485683,0.00015648646358907626
constant,4.579750632578056e-05,0.00020228396991485683,0.00015648646358907626
asked,0.0017746533701239967,0.0019308924400963606,0.00015623906997236391
sense,0.000652614465142373,0.0004965151988819213,0.00015609926626045166
water,0.000652614465142373,0.0004965151988819213,0.00015609926626045166
tears,0.0003778294271876896,0.0005332941025028044,0.00015546467531511482
desire,0.0002862344145361285,0.00044134684345059676,0.00015511242891446823
aspect,0.00019463940188456738,0.0003493995843983891,0.0001547601825138217
forgive,0.00019463940188456738,0.0003493995843983891,0.0001547601825138217
speaking,0.00041217755693202503,0.00025745232534618145,0.00015472523158584358
determined,0.00010304438923300626,0.00025745232534618145,0.0001544079361131752
slight,0.00010304438923300626,0.00025745232534618145,0.0001544079361131752
pass,0.0005037725695835861,0.0003493995843983891,0.00015437298518519705
place,0.00122508329421463,0.0013792088857831149,0.00015412559156848492
head,0.001557115215076539,0.0017102190183710623,0.00015310380329452327
winter,0.00025188628479179306,0.00040456793982971366,0.0001526816550379206
expected,0.0004465256866763605,0.0002942312289670645,0.000152294457709296
continue,6.869625948867085e-05,0.00022067342172529838,0.00015197716223662753
altogether,6.869625948867085e-05,0.00022067342172529838,0.00015197716223662753
curate,6.869625948867085e-05,0.00022067342172529838,0.00015197716223662753
knife,6.869625948867085e-05,0.00022067342172529838,0.00015197716223662753
visits,6.869625948867085e-05,0.00022067342172529838,0.00015197716223662753
cannot,0.0015113177087507585,0.0013608194339726732,0.00015049827477808526
suffer,0.00021753815504745768,0.0003677890362088306,0.00015025088116137295
listen,0.00038927880376913475,0.0002390628735357399,0.00015021593023339485
hated,0.00012594314239589653,0.00027584177715662294,0.0001498986347607264
nonsense,0.00012594314239589653,0.00027584177715662294,0.0001498986347607264
repeat,0.00018319002530312224,0.00033101013258794753,0.0001478201072848253
possible,0.00018319002530312224,0.00033101013258794753,0.0001478201072848253
filled,0.00042362693351347016,0.00027584177715662294,0.00014778515635684722
soft,0.00042362693351347016,0.00027584177715662294,0.00014778515635684722
ought,0.00042362693351347016,0.00027584177715662294,0.00014778515635684722
spare,9.159501265156112e-05,0.0002390628735357399,0.00014746786088417878
second,0.0005152219461650314,0.0003677890362088306,0.00014743290995620074
chapter,0.0005152219461650314,0.0006620202651758951,0.0001467983190108637
speak,0.0009388488796785015,0.0010849776568160503,0.0001461287771375488
creature,0.00024043690821034795,0.00038617848801927217,0.00014574157980892422
rise,0.0003663800506062445,0.00022067342172529838,0.0001457066288809461
ears,0.00014884189555878683,0.0002942312289670645,0.00014538933340827766
threw,0.00014884189555878683,0.0002942312289670645,0.00014538933340827766
wind,0.0005495700759093668,0.00040456793982971366,0.0001450021360796531
rain,0.0004007281803505799,0.00025745232534618145,0.00014327585500439844
dream,0.0004007281803505799,0.00025745232534618145,0.00014327585500439844
beheld,0.00011449376581445141,0.00025745232534618145,0.00014295855953173003
avoid,0.00011449376581445141,0.00025745232534618145,0.00014295855953173003
anguish,0.00011449376581445141,0.00025745232534618145,0.00014295855953173003
drink,0.00011449376581445141,0.00025745232534618145,0.00014295855953173003
help,0.0004465256866763605,0.000588462457934129,0.00014193677125776848
early,0.00026333566137323825,0.00040456793982971366,0.0001412322784564754
broke,0.0003434812974433542,0.00020228396991485683,0.00014119732752849738
conversation,0.00043507631009491536,0.0002942312289670645,0.00014084508112785087
catch,8.014563607011598e-05,0.00022067342172529838,0.0001405277856551824
revealed,8.014563607011598e-05,0.00022067342172529838,0.0001405277856551824
anger,8.014563607011598e-05,0.00022067342172529838,0.0001405277856551824
perfectly,8.014563607011598e-05,0.00022067342172529838,0.0001405277856551824
wept,8.014563607011598e-05,0.00022067342172529838,0.0001405277856551824
arms,0.0006182663353980376,0.0004781257470714798,0.0001401405883265578
living,0.00041217755693202503,0.0005516835543132459,0.00013950599738122085
country,0.00022898753162890281,0.0003677890362088306,0.0001388015045799278
aid,0.0003778294271876896,0.0002390628735357399,0.00013876655365194972
miserable,0.0001373925189773417,0.00027584177715662294,0.00013844925817928125
seven,0.0001373925189773417,0.00027584177715662294,0.00013844925817928125
behind,0.000652614465142373,0.0005149046506923629,0.0001377098144500101
reached,0.0002862344145361285,0.0004229573916401552,0.0001367229771040267
exactly,0.00010304438923300626,0.0002390628735357399,0.00013601848430273364
ordered,0.00010304438923300626,0.0002390628735357399,0.00013601848430273364
sufficient,0.00010304438923300626,0.0002390628735357399,0.00013601848430273364
milk,0.00010304438923300626,0.0002390628735357399,0.00013601848430273364
less,0.0005266713227464765,0.0006620202651758951,0.00013534894242941855
use,0.00025188628479179306,0.00038617848801927217,0.0001342922032274791
forehead,0.00035493067402479934,0.00022067342172529838,0.00013425725229950097
lying,6.869625948867085e-05,0.00020228396991485683,0.00013358771042618599
call,0.000492323193002141,0.0006252413615550121,0.00013291816855287109
afraid,0.0004007281803505799,0.0005332941025028044,0.00013256592215222455
hills,0.00021753815504745768,0.0003493995843983891,0.0001318614293509314
journey,0.00021753815504745768,0.0003493995843983891,0.0001318614293509314
trying,0.00012594314239589653,0.00025745232534618145,0.00013150918295028492
outside,0.00012594314239589653,0.00025745232534618145,0.00013150918295028492
desired,0.00012594314239589653,0.00025745232534618145,0.00013150918295028492
quit,0.00012594314239589653,0.00025745232534618145,0.00013150918295028492
tone,0.0004808738164206959,0.0003493995843983891,0.00013147423202230683
days,0.0007556588543753792,0.0006252413615550121,0.00013041749282036717
usual,0.00042362693351347016,0.0002942312289670645,0.00012939570454640568
eagerly,9.159501265156112e-05,0.00022067342172529838,0.00012907840907373726
cheeks,9.159501265156112e-05,0.00022067342172529838,0.00012907840907373726
sweet,0.0005152219461650314,0.00038617848801927217,0.0001290434581457592
tea,0.00042362693351347016,0.0005516835543132459,0.00012805662079977572
aware,0.00024043690821034795,0.0003677890362088306,0.00012735212799848267
rich,0.0003663800506062445,0.0002390628735357399,0.00012731717707050458
sun,0.0003663800506062445,0.0002390628735357399,0.00012731717707050458
meet,0.0003663800506062445,0.0002390628735357399,0.00012731717707050458
instant,0.00014884189555878683,0.00027584177715662294,0.0001269998815978361
body,0.00014884189555878683,0.00027584177715662294,0.0001269998815978361
tried,0.00029768379111757366,0.0004229573916401552,0.00012527360052258155
fair,0.0004007281803505799,0.00027584177715662294,0.00012488640319395695
forth,0.00011449376581445141,0.0002390628735357399,0.00012456910772128848
meeting,0.00011449376581445141,0.0002390628735357399,0.00012456910772128848
stones,0.00011449376581445141,0.0002390628735357399,0.00012456910772128848
anxious,0.00011449376581445141,0.0002390628735357399,0.00012456910772128848
beyond,0.000492323193002141,0.0003677890362088306,0.00012453415679331036
mean,0.0005839182056537022,0.00045973629526103825,0.00012418191039266393
seen,0.0008587032436083856,0.0007355780724176612,0.00012312517119072433
along,0.0003434812974433542,0.00022067342172529838,0.00012280787571805583
started,0.0001717406487216771,0.0002942312289670645,0.00012249058024538738
nothing,0.0019005965125198933,0.0020228396991485683,0.00012224318662867493
ignorance,8.014563607011598e-05,0.00020228396991485683,0.00012213833384474085
violent,8.014563607011598e-05,0.00020228396991485683,0.00012213833384474085
guide,8.014563607011598e-05,0.00020228396991485683,0.00012213833384474085
obliged,0.00022898753162890281,0.0003493995843983891,0.00012041205276948626
chance,0.00022898753162890281,0.0003493995843983891,0.00012041205276948626
pleasant,0.0003778294271876896,0.00025745232534618145,0.00012037710184150817
terror,0.0001373925189773417,0.00025745232534618145,0.00012005980636883975
evil,0.0001373925189773417,0.00025745232534618145,0.00012005980636883975
kept,0.0005610194524908119,0.0006804097169863366,0.00011939026449552469
end,0.000652614465142373,0.0005332941025028044,0.00011932036263956856
whether,0.000893051373352721,0.0010114198495742841,0.00011836847622156315
stayed,0.00019463940188456738,0.00031262068077750604,0.00011798127889293866
anybody,0.00010304438923300626,0.00022067342172529838,0.00011762903249229212
knees,0.00010304438923300626,0.00022067342172529838,0.00011762903249229212
agony,0.00010304438923300626,0.00022067342172529838,0.00011762903249229212
received,0.0005037725695835861,0.00038617848801927217,0.00011759408156431395
dead,0.0006182663353980376,0.0007355780724176612,0.00011731173701962365
close,0.0005953675822351473,0.0004781257470714798,0.00011724183516366752
trouble,0.00043507631009491536,0.0005516835543132459,0.00011660724421833053
months,0.0003434812974433542,0.00045973629526103825,0.00011625499781768404
immediately,0.00025188628479179306,0.0003677890362088306,0.00011590275141703756
mad,0.00025188628479179306,0.0003677890362088306,0.00011590275141703756
money,0.00035493067402479934,0.0002390628735357399,0.00011586780048905944
occasion,0.00016029127214023197,0.00027584177715662294,0.00011555050501639097
meant,0.00016029127214023197,0.00027584177715662294,0.00011555050501639097
cheerful,0.00016029127214023197,0.00027584177715662294,0.00011555050501639097
front,0.0004465256866763605,0.00033101013258794753,0.00011551555408841296
short,0.0005381206993279216,0.0004229573916401552,0.00011516330768776643
husband,0.0004007281803505799,0.0005149046506923629,0.000114176470341783
earth,0.0003091331676990188,0.0004229573916401552,0.00011382422394113641
single,0.00021753815504745768,0.00033101013258794753,0.00011347197754048985
earnest,0.00012594314239589653,0.0002390628735357399,0.00011311973113984337
person,0.0005495700759093668,0.0006620202651758951,0.00011245018926652828
part,0.0006640638417238181,0.0005516835543132459,0.00011238028741057226
demanded,0.0002747850379546834,0.00038617848801927217,0.00011139345006458878
understand,0.00033203192086190907,0.00022067342172529838,0.00011135849913661069
twice,0.00018319002530312224,0.0002942312289670645,0.00011104120366394225
rapidly,9.159501265156112e-05,0.00020228396991485683,0.00011068895726329571
inclined,9.159501265156112e-05,0.00020228396991485683,0.00011068895726329571
pillow,9.159501265156112e-05,0.00020228396991485683,0.00011068895726329571
hours,0.00042362693351347016,0.0005332941025028044,0.00010966716898933428
sorrow,0.00014884189555878683,0.00025745232534618145,0.00010861042978739462
cruel,0.00014884189555878683,0.00025745232534618145,0.00010861042978739462
weather,0.00014884189555878683,0.00025745232534618145,0.00010861042978739462
twenty,0.00038927880376913475,0.0004965151988819213,0.00010723639511278659
means,0.00029768379111757366,0.00040456793982971366,0.00010688414871214
kindness,0.00020608877846601251,0.00031262068077750604,0.00010653190231149352
changed,0.00020608877846601251,0.00031262068077750604,0.00010653190231149352
bent,0.0004007281803505799,0.0002942312289670645,0.0001064969513835154
ear,0.0004007281803505799,0.0002942312289670645,0.0001064969513835154
state,0.0004007281803505799,0.0002942312289670645,0.0001064969513835154
shoulders,0.00011449376581445141,0.00022067342172529838,0.00010617965591084697
family,0.0004465256866763605,0.0005516835543132459,0.00010515786763688539
hope,0.0008587032436083856,0.0007539675242281028,0.00010473571938028278
thing,0.0008701526201898307,0.0009746409459534011,0.00010448832576357044
years,0.0009502982562599467,0.0008459147832803104,0.00010438347297963624
brought,0.0007785576075382695,0.0008826936869011935,0.00010413607936292401
murmured,0.0001717406487216771,0.00027584177715662294,0.00010410112843494584
happy,0.0006182663353980376,0.0005149046506923629,0.0001033616847056747
held,0.0005037725695835861,0.0006068519097445705,0.0001030793401609844
roof,0.00022898753162890281,0.00033101013258794753,0.00010202260095904471
approached,0.0003778294271876896,0.00027584177715662294,0.00010198765003106668
suddenly,0.0003778294271876896,0.00027584177715662294,0.00010198765003106668
deal,0.0003778294271876896,0.00027584177715662294,0.00010198765003106668
present,0.0007442094777939341,0.0008459147832803104,0.00010170530548637632
reflection,0.0001373925189773417,0.0002390628735357399,0.0001016703545583982
charge,0.0001373925189773417,0.0002390628735357399,0.0001016703545583982
glance,0.00046942443983925077,0.0003677890362088306,0.00010163540363042014
soul,0.00046942443983925077,0.0005700730061236874,0.00010064856628443666
either,0.0007442094777939341,0.0006436308133654536,0.00010057866442848048
heaven,0.0003778294271876896,0.0004781257470714798,0.00010029631988379018
attempt,0.00019463940188456738,0.0002942312289670645,9.959182708249711e-05
bare,0.00010304438923300626,0.00020228396991485683,9.923958068185058e-05
die,0.00043507631009491536,0.0005332941025028044,9.821779240788909e-05
read,0.0007785576075382695,0.0006804097169863366,9.81478905519329e-05
subject,0.0003434812974433542,0.00044134684345059676,9.786554600724255e-05
fixed,0.00025188628479179306,0.0003493995843983891,9.751329960659602e-05
word,0.0009617476328413918,0.000864304235090752,9.744339775063983e-05
sunshine,0.00016029127214023197,0.00025745232534618145,9.716105320594948e-05
aside,0.00016029127214023197,0.00025745232534618145,9.716105320594948e-05
write,0.00016029127214023197,0.00025745232534618145,9.716105320594948e-05
thrust,0.00016029127214023197,0.00025745232534618145,9.716105320594948e-05
horror,0.00012594314239589653,0.00022067342172529838,9.473027932940185e-05
excuse,0.00012594314239589653,0.00022067342172529838,9.473027932940185e-05
discover,0.00012594314239589653,0.00022067342172529838,9.473027932940185e-05
grow,0.00012594314239589653,0.00022067342172529838,9.473027932940185e-05
buried,0.00012594314239589653,0.00022067342172529838,9.473027932940185e-05
consent,0.00012594314239589653,0.00022067342172529838,9.473027932940185e-05
strike,0.00012594314239589653,0.00022067342172529838,9.473027932940185e-05
idea,0.000572468829072257,0.0004781257470714798,9.434308200077725e-05
rest,0.0007556588543753792,0.0006620202651758951,9.363858919948418e-05
sick,0.0002747850379546834,0.0003677890362088306,9.300399825414724e-05
wrong,0.0002747850379546834,0.0003677890362088306,9.300399825414724e-05
died,0.0002747850379546834,0.0003677890362088306,9.300399825414724e-05
proceeded,0.00033203192086190907,0.0002390628735357399,9.296904732616917e-05
twelve,0.00018319002530312224,0.00027584177715662294,9.26517518535007e-05
endure,0.00018319002530312224,0.00027584177715662294,9.26517518535007e-05
grief,0.00018319002530312224,0.00027584177715662294,9.26517518535007e-05
sleep,0.00042362693351347016,0.0005149046506923629,9.127771717889273e-05
apartment,0.00024043690821034795,0.00033101013258794753,9.057322437759958e-05
fall,0.00024043690821034795,0.00033101013258794753,9.057322437759958e-05
scene,0.0003663800506062445,0.00027584177715662294,9.053827344962154e-05
following,0.00014884189555878683,0.0002390628735357399,9.022097797695307e-05
lip,0.00014884189555878683,0.0002390628735357399,9.022097797695307e-05
within,0.0006411650885609279,0.0005516835543132459,8.948153424768199e-05
matter,0.0004808738164206959,0.0005700730061236874,8.919918970299153e-05
laugh,0.00038927880376913475,0.0004781257470714798,8.884694330234505e-05
least,0.0008243551138640501,0.0007355780724176612,8.877704144638881e-05
passing,0.0003091331676990188,0.00022067342172529838,8.845974597372042e-05
trembling,0.00011449376581445141,0.00020228396991485683,8.779020410040542e-05
beg,0.00011449376581445141,0.00020228396991485683,8.779020410040542e-05
consequence,0.00011449376581445141,0.00020228396991485683,8.779020410040542e-05
imagined,0.00011449376581445141,0.00020228396991485683,8.779020410040542e-05
kind,0.0006297157119794827,0.0007171886206072197,8.747290862773697e-05
wanted,0.0005839182056537022,0.0004965151988819213,8.740300677178084e-05
evening,0.001053342645492953,0.0011401460122473749,8.680336675442185e-05
try,0.00035493067402479934,0.00044134684345059676,8.641616942579741e-05
mine,0.0008701526201898307,0.0009562514941429596,8.609887395312889e-05
caught,0.00026333566137323825,0.0003493995843983891,8.606392302515082e-05
removed,0.00026333566137323825,0.0003493995843983891,8.606392302515082e-05
existence,0.00043507631009491536,0.0003493995843983891,8.567672569652628e-05
see,0.003114230430153078,0.0031997646150168264,8.55341848637484e-05
glad,0.0005037725695835861,0.000588462457934129,8.468988835054285e-05
opened,0.0007098613480495987,0.0006252413615550121,8.461998649458662e-05
four,0.00041217755693202503,0.0004965151988819213,8.433764194989632e-05
considered,0.0002862344145361285,0.00020228396991485683,8.395044462127169e-05
world,0.000893051373352721,0.0008091358796594273,8.391549369329366e-05
appearance,0.00022898753162890281,0.00031262068077750604,8.363314914860322e-05
age,0.0003778294271876896,0.0002942312289670645,8.359819822062513e-05
answer,0.000984646386004282,0.000901083138711635,8.356324729264701e-05
reflected,0.0001373925189773417,0.00022067342172529838,8.328090274795669e-05
change,0.00046942443983925077,0.00038617848801927217,8.32459518199786e-05
five,0.00046942443983925077,0.00038617848801927217,8.32459518199786e-05
away,0.0016830583574724356,0.0015998823075084132,8.317604996402241e-05
neither,0.000652614465142373,0.0007355780724176612,8.296360727528824e-05
really,0.00046942443983925077,0.0005516835543132459,8.225911447399512e-05
walked,0.0003778294271876896,0.00045973629526103825,8.190686807334863e-05
library,0.0002862344145361285,0.0003677890362088306,8.15546216727021e-05
six,0.0002862344145361285,0.0003677890362088306,8.15546216727021e-05
beautiful,0.00032058254428046393,0.0002390628735357399,8.151967074472403e-05
surprise,0.00019463940188456738,0.00027584177715662294,8.120237527205556e-05
distance,0.00041217755693202503,0.00033101013258794753,8.11674243440775e-05
fast,0.0005037725695835861,0.0004229573916401552,8.081517794343091e-05
spoke,0.0005266713227464765,0.0006068519097445705,8.018058699809402e-05
please,0.00043507631009491536,0.0005149046506923629,7.982834059744754e-05
hair,0.0007785576075382695,0.0006987991687967782,7.975843874149136e-05
object,0.00025188628479179306,0.00033101013258794753,7.912384779615447e-05
foot,0.00035493067402479934,0.00027584177715662294,7.90888968681764e-05
frequently,0.00016029127214023197,0.0002390628735357399,7.877160139550793e-05
intention,0.00016029127214023197,0.0002390628735357399,7.877160139550793e-05
dry,0.00016029127214023197,0.0002390628735357399,7.877160139550793e-05
children,0.000492323193002141,0.0005700730061236874,7.774981312154644e-05
